resources,replicate,timeStepBacteria,bacteriaIsolate,bacteriaPhen,timeStepPhage,phageIsolate,phagePhen,infection
high,1,1,17,17,2,13,3,0
high,1,1,17,17,2,14,3,0
high,1,1,17,17,2,15,15,0
high,1,1,17,17,2,16,3,0
high,1,1,17,17,2,17,3,0
high,1,1,17,17,2,18,3,0
high,1,1,17,17,2,19,3,0
high,1,1,17,17,2,20,16,0
high,1,1,17,17,3,1,3,0
high,1,1,17,17,3,2,3,0
high,1,1,17,17,3,3,3,0
high,1,1,17,17,3,4,3,0
high,1,1,17,17,3,5,3,0
high,1,1,17,17,3,6,3,0
high,1,1,17,17,3,7,3,0
high,1,1,17,17,3,8,17,0
high,1,1,17,17,3,9,18,0
high,1,1,17,17,3,10,19,0
high,1,1,17,17,3,11,20,0
high,1,1,17,17,3,12,20,0
high,1,1,17,17,3,13,20,0
high,1,1,17,17,3,14,20,0
high,1,1,17,17,3,15,21,1
high,1,1,17,17,3,16,22,0
high,1,1,17,17,3,17,20,0
high,1,1,17,17,3,18,20,0
high,1,1,17,17,3,19,20,0
high,1,1,17,17,3,20,20,0
high,1,1,17,17,4,1,23,0
high,1,1,17,17,4,2,24,0
high,1,1,17,17,4,3,25,1
high,1,1,17,17,4,4,26,0
high,1,1,17,17,4,5,27,0
high,1,1,17,17,4,6,28,0
high,1,1,17,17,4,7,29,1
high,1,1,17,17,4,8,30,1
high,1,1,17,17,4,9,31,1
high,1,1,17,17,4,10,32,1
high,1,1,17,17,4,11,33,1
high,1,1,17,17,4,12,34,0
high,1,1,17,17,4,13,35,0
high,1,1,17,17,4,14,36,1
high,1,1,17,17,4,15,37,0
high,1,1,17,17,4,16,38,1
high,1,1,17,17,4,17,39,0
high,1,1,17,17,4,18,40,0
high,1,1,17,17,4,19,41,0
high,1,1,17,17,4,20,42,0
high,1,1,17,17,5,1,43,1
high,1,1,17,17,5,2,44,1
high,1,1,17,17,5,3,45,1
high,1,1,17,17,5,4,46,1
high,1,1,17,17,5,5,47,1
high,1,1,17,17,5,6,48,1
high,1,1,17,17,5,7,49,1
high,1,1,17,17,5,8,50,1
high,1,1,17,17,5,9,51,1
high,1,1,17,17,5,10,52,1
high,1,1,17,17,5,11,53,1
high,1,1,17,17,5,12,54,1
high,1,1,17,17,5,13,55,1
high,1,1,17,17,5,14,56,1
high,1,1,17,17,5,15,57,1
high,1,1,17,17,5,16,58,1
high,1,1,17,17,5,17,59,1
high,1,1,17,17,5,18,60,1
high,1,1,17,17,5,19,61,1
high,1,1,17,17,5,20,62,1
high,1,1,17,17,6,1,63,1
high,1,1,17,17,6,2,64,1
high,1,1,17,17,6,3,65,1
high,1,1,17,17,6,4,66,1
high,1,1,17,17,6,5,67,1
high,1,1,17,17,6,6,68,1
high,1,1,17,17,6,7,69,1
high,1,1,17,17,6,8,70,1
high,1,1,17,17,6,9,71,1
high,1,1,17,17,6,10,72,1
high,1,1,17,17,6,11,73,1
high,1,1,17,17,6,12,74,1
high,1,1,17,17,6,13,74,1
high,1,1,17,17,6,14,75,1
high,1,1,17,17,6,15,76,1
high,1,1,17,17,6,16,77,1
high,1,1,17,17,6,17,78,1
high,1,1,17,17,6,18,79,1
high,1,1,17,17,6,19,74,1
high,1,1,17,17,6,20,80,1
high,1,1,18,18,1,1,1,0
high,1,1,18,18,1,2,2,0
high,1,1,18,18,1,3,3,0
high,1,1,18,18,1,4,3,0
high,1,1,18,18,1,5,3,0
high,1,1,18,18,1,6,1,0
high,1,1,18,18,1,7,1,0
high,1,1,18,18,1,8,1,0
high,1,1,18,18,1,9,4,0
high,1,1,18,18,1,10,5,0
high,1,1,18,18,1,11,5,0
high,1,1,18,18,1,12,6,0
high,1,1,18,18,1,13,5,0
high,1,1,18,18,1,14,5,0
high,1,1,18,18,1,15,5,0
high,1,1,18,18,1,16,5,0
high,1,1,18,18,1,17,5,0
high,1,1,18,18,1,18,5,0
high,1,1,18,18,1,19,7,1
high,1,1,18,18,1,20,5,0
high,1,1,18,18,2,1,8,0
high,1,1,18,18,2,2,4,0
high,1,1,18,18,2,3,9,0
high,1,1,18,18,2,4,8,0
high,1,1,18,18,2,5,10,0
high,1,1,18,18,2,6,11,1
high,1,1,18,18,2,7,10,0
high,1,1,18,18,2,8,10,0
high,1,1,18,18,2,9,12,0
high,1,1,18,18,2,10,13,0
high,1,1,18,18,2,11,14,0
high,1,1,18,18,2,12,13,0
high,1,1,18,18,2,13,3,0
high,1,1,18,18,2,14,3,0
high,1,1,18,18,2,15,15,0
high,1,1,18,18,2,16,3,0
high,1,1,18,18,2,17,3,0
high,1,1,18,18,2,18,3,0
high,1,1,18,18,2,19,3,0
high,1,1,18,18,2,20,16,0
high,1,1,18,18,3,1,3,0
high,1,1,18,18,3,2,3,0
high,1,1,18,18,3,3,3,0
high,1,1,18,18,3,4,3,0
high,1,1,18,18,3,5,3,0
high,1,1,18,18,3,6,3,0
high,1,1,18,18,3,7,3,0
high,1,1,18,18,3,8,17,0
high,1,1,18,18,3,9,18,0
high,1,1,18,18,3,10,19,0
high,1,1,18,18,3,11,20,0
high,1,1,18,18,3,12,20,0
high,1,1,18,18,3,13,20,0
high,1,1,18,18,3,14,20,0
high,1,1,18,18,3,15,21,1
high,1,1,18,18,3,16,22,0
high,1,1,18,18,3,17,20,0
high,1,1,18,18,3,18,20,0
high,1,1,18,18,3,19,20,0
high,1,1,18,18,3,20,20,0
high,1,1,18,18,4,1,23,0
high,1,1,18,18,4,2,24,0
high,1,1,18,18,4,3,25,0
high,1,1,18,18,4,4,26,0
high,1,1,18,18,4,5,27,0
high,1,1,18,18,4,6,28,0
high,1,1,18,18,4,7,29,0
high,1,1,18,18,4,8,30,0
high,1,1,18,18,4,9,31,0
high,1,1,18,18,4,10,32,0
high,1,1,18,18,4,11,33,0
high,1,1,18,18,4,12,34,0
high,1,1,18,18,4,13,35,0
high,1,1,18,18,4,14,36,0
high,1,1,18,18,4,15,37,0
high,1,1,18,18,4,16,38,0
high,1,1,18,18,4,17,39,0
high,1,1,18,18,4,18,40,0
high,1,1,18,18,4,19,41,0
high,1,1,18,18,4,20,42,0
high,1,1,18,18,5,1,43,1
high,1,1,18,18,5,2,44,1
high,1,1,18,18,5,3,45,1
high,1,1,18,18,5,4,46,1
high,1,1,18,18,5,5,47,1
high,1,1,18,18,5,6,48,1
high,1,1,18,18,5,7,49,1
high,1,1,18,18,5,8,50,1
high,1,1,18,18,5,9,51,1
high,1,1,18,18,5,10,52,1
high,1,1,18,18,5,11,53,1
high,1,1,18,18,5,12,54,1
high,1,1,18,18,5,13,55,1
high,1,1,18,18,5,14,56,1
high,1,1,18,18,5,15,57,1
high,1,1,18,18,5,16,58,1
high,1,1,18,18,5,17,59,1
high,1,1,18,18,5,18,60,1
high,1,1,18,18,5,19,61,1
high,1,1,18,18,5,20,62,1
high,1,1,18,18,6,1,63,1
high,1,1,18,18,6,2,64,1
high,1,1,18,18,6,3,65,1
high,1,1,18,18,6,4,66,1
high,1,1,18,18,6,5,67,1
high,1,1,18,18,6,6,68,1
high,1,1,18,18,6,7,69,1
high,1,1,18,18,6,8,70,1
high,1,1,18,18,6,9,71,1
high,1,1,18,18,6,10,72,1
high,1,1,18,18,6,11,73,1
high,1,1,18,18,6,12,74,1
high,1,1,18,18,6,13,74,1
high,1,1,18,18,6,14,75,1
high,1,1,18,18,6,15,76,0
high,1,1,18,18,6,16,77,1
high,1,1,18,18,6,17,78,1
high,1,1,18,18,6,18,79,1
high,1,1,18,18,6,19,74,1
high,1,1,18,18,6,20,80,1
high,1,1,19,19,1,1,1,0
high,1,1,19,19,1,2,2,0
high,1,1,19,19,1,3,3,0
high,1,1,19,19,1,4,3,0
high,1,1,19,19,1,5,3,0
high,1,1,19,19,1,6,1,0
high,1,1,19,19,1,7,1,0
high,1,1,19,19,1,8,1,0
high,1,1,19,19,1,9,4,0
high,1,1,19,19,1,10,5,0
high,1,1,19,19,1,11,5,0
high,1,1,19,19,1,12,6,0
high,1,1,19,19,1,13,5,0
high,1,1,19,19,1,14,5,0
high,1,1,19,19,1,15,5,0
high,1,1,19,19,1,16,5,0
high,1,1,19,19,1,17,5,0
high,1,1,19,19,1,18,5,0
high,1,1,19,19,1,19,7,0
high,1,1,19,19,1,20,5,0
high,1,1,19,19,2,1,8,0
high,1,1,19,19,2,2,4,0
high,1,1,19,19,2,3,9,0
high,1,1,19,19,2,4,8,0
high,1,1,19,19,2,5,10,0
high,1,1,19,19,2,6,11,1
high,1,1,19,19,2,7,10,0
high,1,1,19,19,2,8,10,0
high,1,1,19,19,2,9,12,0
high,1,1,19,19,2,10,13,0
high,1,1,19,19,2,11,14,0
high,1,1,19,19,2,12,13,0
high,1,1,19,19,2,13,3,0
high,1,1,19,19,2,14,3,0
high,1,1,19,19,2,15,15,0
high,1,1,19,19,2,16,3,0
high,1,1,19,19,2,17,3,0
high,1,1,19,19,2,18,3,0
high,1,1,19,19,2,19,3,0
high,1,1,19,19,2,20,16,0
high,1,1,19,19,3,1,3,0
high,1,1,19,19,3,2,3,0
high,1,1,19,19,3,3,3,0
high,1,1,19,19,3,4,3,0
high,1,1,19,19,3,5,3,0
high,1,1,19,19,3,6,3,0
high,1,1,19,19,3,7,3,0
high,1,1,19,19,3,8,17,0
high,1,1,19,19,3,9,18,0
high,1,1,19,19,3,10,19,0
high,1,1,19,19,3,11,20,0
high,1,1,19,19,3,12,20,0
high,1,1,19,19,3,13,20,0
high,1,1,19,19,3,14,20,0
high,1,1,19,19,3,15,21,1
high,1,1,19,19,3,16,22,0
high,1,1,19,19,3,17,20,0
high,1,1,19,19,3,18,20,0
high,1,1,19,19,3,19,20,0
high,1,1,19,19,3,20,20,0
high,1,1,19,19,4,1,23,0
high,1,1,19,19,4,2,24,0
high,1,1,19,19,4,3,25,0
high,1,1,19,19,4,4,26,0
high,1,1,19,19,4,5,27,0
high,1,1,19,19,4,6,28,0
high,1,1,19,19,4,7,29,0
high,1,1,19,19,4,8,30,0
high,1,1,19,19,4,9,31,0
high,1,1,19,19,4,10,32,0
high,1,1,19,19,4,11,33,0
high,1,1,19,19,4,12,34,0
high,1,1,19,19,4,13,35,0
high,1,1,19,19,4,14,36,0
high,1,1,19,19,4,15,37,0
high,1,1,19,19,4,16,38,0
high,1,1,19,19,4,17,39,0
high,1,1,19,19,4,18,40,0
high,1,1,19,19,4,19,41,0
high,1,1,19,19,4,20,42,0
high,1,1,19,19,5,1,43,1
high,1,1,19,19,5,2,44,1
high,1,1,19,19,5,3,45,1
high,1,1,19,19,5,4,46,1
high,1,1,19,19,5,5,47,1
high,1,1,19,19,5,6,48,1
high,1,1,19,19,5,7,49,1
high,1,1,19,19,5,8,50,1
high,1,1,19,19,5,9,51,1
high,1,1,19,19,5,10,52,1
high,1,1,19,19,5,11,53,1
high,1,1,19,19,5,12,54,1
high,1,1,19,19,5,13,55,1
high,1,1,19,19,5,14,56,1
high,1,1,19,19,5,15,57,1
high,1,1,19,19,5,16,58,1
high,1,1,19,19,5,17,59,1
high,1,1,19,19,5,18,60,1
high,1,1,19,19,5,19,61,1
high,1,1,19,19,5,20,62,1
high,1,1,19,19,6,1,63,1
high,1,1,19,19,6,2,64,1
high,1,1,19,19,6,3,65,1
high,1,1,19,19,6,4,66,1
high,1,1,19,19,6,5,67,1
high,1,1,19,19,6,6,68,1
high,1,1,19,19,6,7,69,1
high,1,1,19,19,6,8,70,1
high,1,1,19,19,6,9,71,1
high,1,1,19,19,6,10,72,1
high,1,1,19,19,6,11,73,1
high,1,1,19,19,6,12,74,1
high,1,1,19,19,6,13,74,1
high,1,1,19,19,6,14,75,1
high,1,1,19,19,6,15,76,1
high,1,1,19,19,6,16,77,1
high,1,1,19,19,6,17,78,1
high,1,1,19,19,6,18,79,1
high,1,1,19,19,6,19,74,1
high,1,1,19,19,6,20,80,1
high,1,1,20,20,1,1,1,0
high,1,1,20,20,1,2,2,0
high,1,1,20,20,1,3,3,0
high,1,1,20,20,1,4,3,0
high,1,1,20,20,1,5,3,0
high,1,1,20,20,1,6,1,0
high,1,1,20,20,1,7,1,0
high,1,1,20,20,1,8,1,0
high,1,1,20,20,1,9,4,0
high,1,1,20,20,1,10,5,0
high,1,1,20,20,1,11,5,0
high,1,1,20,20,1,12,6,0
high,1,1,20,20,1,13,5,0
high,1,1,20,20,1,14,5,0
high,1,1,20,20,1,15,5,0
high,1,1,20,20,1,16,5,0
high,1,1,20,20,1,17,5,0
high,1,1,20,20,1,18,5,0
high,1,1,20,20,1,19,7,1
high,1,1,20,20,1,20,5,0
high,1,1,20,20,2,1,8,0
high,1,1,20,20,2,2,4,0
high,1,1,20,20,2,3,9,0
high,1,1,20,20,2,4,8,0
high,1,1,20,20,2,5,10,0
high,1,1,20,20,2,6,11,1
high,1,1,20,20,2,7,10,0
high,1,1,20,20,2,8,10,0
high,1,1,20,20,2,9,12,0
high,1,1,20,20,2,10,13,0
high,1,1,20,20,2,11,14,0
high,1,1,20,20,2,12,13,0
high,1,1,20,20,2,13,3,0
high,1,1,20,20,2,14,3,0
high,1,1,20,20,2,15,15,0
high,1,1,20,20,2,16,3,0
high,1,1,20,20,2,17,3,0
high,1,1,20,20,2,18,3,0
high,1,1,20,20,2,19,3,0
high,1,1,20,20,2,20,16,0
high,1,1,20,20,3,1,3,0
high,1,1,20,20,3,2,3,0
high,1,1,20,20,3,3,3,0
high,1,1,20,20,3,4,3,0
high,1,1,20,20,3,5,3,0
high,1,1,20,20,3,6,3,0
high,1,1,20,20,3,7,3,0
high,1,1,20,20,3,8,17,0
high,1,1,20,20,3,9,18,0
high,1,1,20,20,3,10,19,0
high,1,1,20,20,3,11,20,0
high,1,1,20,20,3,12,20,0
high,1,1,20,20,3,13,20,0
high,1,1,20,20,3,14,20,0
high,1,1,20,20,3,15,21,0
high,1,1,20,20,3,16,22,0
high,1,1,20,20,3,17,20,0
high,1,1,20,20,3,18,20,0
high,1,1,20,20,3,19,20,0
high,1,1,20,20,3,20,20,0
high,1,1,20,20,4,1,23,1
high,1,1,20,20,4,2,24,1
high,1,1,20,20,4,3,25,1
high,1,1,20,20,4,4,26,1
high,1,1,20,20,4,5,27,1
high,1,1,20,20,4,6,28,0
high,1,1,20,20,4,7,29,0
high,1,1,20,20,4,8,30,0
high,1,1,20,20,4,9,31,1
high,1,1,20,20,4,10,32,1
high,1,1,20,20,4,11,33,0
high,1,1,20,20,4,12,34,0
high,1,1,20,20,4,13,35,0
high,1,1,20,20,4,14,36,1
high,1,1,20,20,4,15,37,0
high,1,1,20,20,4,16,38,0
high,1,1,20,20,4,17,39,1
high,1,1,20,20,4,18,40,0
high,1,1,20,20,4,19,41,1
high,1,1,20,20,4,20,42,1
high,1,1,20,20,5,1,43,1
high,1,1,20,20,5,2,44,1
high,1,1,20,20,5,3,45,1
high,1,1,20,20,5,4,46,1
high,1,1,20,20,5,5,47,1
high,1,1,20,20,5,6,48,1
high,1,1,20,20,5,7,49,1
high,1,1,20,20,5,8,50,1
high,1,1,20,20,5,9,51,1
high,1,1,20,20,5,10,52,1
high,1,1,20,20,5,11,53,1
high,1,1,20,20,5,12,54,1
high,1,1,20,20,5,13,55,1
high,1,1,20,20,5,14,56,1
high,1,1,20,20,5,15,57,1
high,1,1,20,20,5,16,58,1
high,1,1,20,20,5,17,59,1
high,1,1,20,20,5,18,60,1
high,1,1,20,20,5,19,61,1
high,1,1,20,20,5,20,62,1
high,1,1,20,20,6,1,63,1
high,1,1,20,20,6,2,64,1
high,1,1,20,20,6,3,65,1
high,1,1,20,20,6,4,66,1
high,1,1,20,20,6,5,67,1
high,1,1,20,20,6,6,68,1
high,1,1,20,20,6,7,69,1
high,1,1,20,20,6,8,70,1
high,1,1,20,20,6,9,71,1
high,1,1,20,20,6,10,72,1
high,1,1,20,20,6,11,73,1
high,1,1,20,20,6,12,74,1
high,1,1,20,20,6,13,74,1
high,1,1,20,20,6,14,75,1
high,1,1,20,20,6,15,76,1
high,1,1,20,20,6,16,77,1
high,1,1,20,20,6,17,78,1
high,1,1,20,20,6,18,79,1
high,1,1,20,20,6,19,74,1
high,1,1,20,20,6,20,80,1
high,1,2,1,21,1,1,1,0
high,1,2,1,21,1,2,2,1
high,1,2,1,21,1,3,3,0
high,1,2,1,21,1,4,3,0
high,1,2,1,21,1,5,3,0
high,1,2,1,21,1,6,1,0
high,1,2,1,21,1,7,1,0
high,1,2,1,21,1,8,1,0
high,1,2,1,21,1,9,4,0
high,1,2,1,21,1,10,5,0
high,1,2,1,21,1,11,5,0
high,1,2,1,21,1,12,6,0
high,1,2,1,21,1,13,5,0
high,1,2,1,21,1,14,5,0
high,1,2,1,21,1,15,5,0
high,1,2,1,21,1,16,5,0
high,1,2,1,21,1,17,5,0
high,1,2,1,21,1,18,5,0
high,1,2,1,21,1,19,7,0
high,1,2,1,21,1,20,5,0
high,1,2,1,21,2,1,8,0
high,1,2,1,21,2,2,4,0
high,1,2,1,21,2,3,9,0
high,1,2,1,21,2,4,8,0
high,1,2,1,21,2,5,10,0
high,1,2,1,21,2,6,11,0
high,1,2,1,21,2,7,10,0
high,1,2,1,21,2,8,10,0
high,1,2,1,21,2,9,12,0
high,1,2,1,21,2,10,13,0
high,1,2,1,21,2,11,14,0
high,1,2,1,21,2,12,13,0
high,1,2,1,21,2,13,3,0
high,1,2,1,21,2,14,3,0
high,1,2,1,21,2,15,15,0
high,1,2,1,21,2,16,3,0
high,1,2,1,21,2,17,3,0
high,1,2,1,21,2,18,3,0
high,1,2,1,21,2,19,3,0
high,1,2,1,21,2,20,16,0
high,1,2,1,21,3,1,3,0
high,1,2,1,21,3,2,3,0
high,1,2,1,21,3,3,3,0
high,1,2,1,21,3,4,3,0
high,1,2,1,21,3,5,3,0
high,1,2,1,21,3,6,3,0
high,1,2,1,21,3,7,3,0
high,1,2,1,21,3,8,17,0
high,1,2,1,21,3,9,18,0
high,1,2,1,21,3,10,19,0
high,1,2,1,21,3,11,20,0
high,1,2,1,21,3,12,20,0
high,1,2,1,21,3,13,20,0
high,1,2,1,21,3,14,20,0
high,1,2,1,21,3,15,21,0
high,1,2,1,21,3,16,22,0
high,1,2,1,21,3,17,20,0
high,1,2,1,21,3,18,20,0
high,1,2,1,21,3,19,20,0
high,1,2,1,21,3,20,20,0
high,1,2,1,21,4,1,23,0
high,1,2,1,21,4,2,24,0
high,1,2,1,21,4,3,25,0
high,1,2,1,21,4,4,26,0
high,1,2,1,21,4,5,27,0
high,1,2,1,21,4,6,28,0
high,1,2,1,21,4,7,29,0
high,1,2,1,21,4,8,30,0
high,1,2,1,21,4,9,31,0
high,1,2,1,21,4,10,32,0
high,1,2,1,21,4,11,33,0
high,1,2,1,21,4,12,34,0
high,1,2,1,21,4,13,35,0
high,1,2,1,21,4,14,36,0
high,1,2,1,21,4,15,37,0
high,1,2,1,21,4,16,38,0
high,1,2,1,21,4,17,39,0
high,1,2,1,21,4,18,40,0
high,1,2,1,21,4,19,41,0
high,1,2,1,21,4,20,42,0
high,1,2,1,21,5,1,43,0
high,1,2,1,21,5,2,44,0
high,1,2,1,21,5,3,45,0
high,1,2,1,21,5,4,46,0
high,1,2,1,21,5,5,47,0
high,1,2,1,21,5,6,48,0
high,1,2,1,21,5,7,49,0
high,1,2,1,21,5,8,50,0
high,1,2,1,21,5,9,51,0
high,1,2,1,21,5,10,52,0
high,1,2,1,21,5,11,53,0
high,1,2,1,21,5,12,54,0
high,1,2,1,21,5,13,55,0
high,1,2,1,21,5,14,56,0
high,1,2,1,21,5,15,57,0
high,1,2,1,21,5,16,58,0
high,1,2,1,21,5,17,59,0
high,1,2,1,21,5,18,60,0
high,1,2,1,21,5,19,61,0
high,1,2,1,21,5,20,62,0
high,1,2,1,21,6,1,63,0
high,1,2,1,21,6,2,64,0
high,1,2,1,21,6,3,65,0
high,1,2,1,21,6,4,66,0
high,1,2,1,21,6,5,67,0
high,1,2,1,21,6,6,68,0
high,1,2,1,21,6,7,69,0
high,1,2,1,21,6,8,70,0
high,1,2,1,21,6,9,71,0
high,1,2,1,21,6,10,72,0
high,1,2,1,21,6,11,73,0
high,1,2,1,21,6,12,74,0
high,1,2,1,21,6,13,74,0
high,1,2,1,21,6,14,75,0
high,1,2,1,21,6,15,76,0
high,1,2,1,21,6,16,77,0
high,1,2,1,21,6,17,78,0
high,1,2,1,21,6,18,79,0
high,1,2,1,21,6,19,74,0
high,1,2,1,21,6,20,80,0
high,1,2,2,22,1,1,1,0
high,1,2,2,22,1,2,2,1
high,1,2,2,22,1,3,3,0
high,1,2,2,22,1,4,3,0
high,1,2,2,22,1,5,3,0
high,1,2,2,22,1,6,1,0
high,1,2,2,22,1,7,1,0
high,1,2,2,22,1,8,1,0
high,1,2,2,22,1,9,4,0
high,1,2,2,22,1,10,5,0
high,1,2,2,22,1,11,5,0
high,1,2,2,22,1,12,6,0
high,1,2,2,22,1,13,5,0
high,1,2,2,22,1,14,5,0
high,1,2,2,22,1,15,5,0
high,1,2,2,22,1,16,5,0
high,1,2,2,22,1,17,5,0
high,1,2,2,22,1,18,5,0
high,1,2,2,22,1,19,7,1
high,1,2,2,22,1,20,5,0
high,1,2,2,22,2,1,8,0
high,1,2,2,22,2,2,4,0
high,1,2,2,22,2,3,9,0
high,1,2,2,22,2,4,8,0
high,1,2,2,22,2,5,10,0
high,1,2,2,22,2,6,11,1
high,1,2,2,22,2,7,10,0
high,1,2,2,22,2,8,10,0
high,1,2,2,22,2,9,12,0
high,1,2,2,22,2,10,13,0
high,1,2,2,22,2,11,14,0
high,1,2,2,22,2,12,13,0
high,1,2,2,22,2,13,3,0
high,1,2,2,22,2,14,3,0
high,1,2,2,22,2,15,15,0
high,1,2,2,22,2,16,3,0
high,1,2,2,22,2,17,3,0
high,1,2,2,22,2,18,3,0
high,1,2,2,22,2,19,3,0
high,1,2,2,22,2,20,16,0
high,1,2,2,22,3,1,3,0
high,1,2,2,22,3,2,3,0
high,1,2,2,22,3,3,3,0
high,1,2,2,22,3,4,3,0
high,1,2,2,22,3,5,3,0
high,1,2,2,22,3,6,3,0
high,1,2,2,22,3,7,3,0
high,1,2,2,22,3,8,17,0
high,1,2,2,22,3,9,18,0
high,1,2,2,22,3,10,19,0
high,1,2,2,22,3,11,20,0
high,1,2,2,22,3,12,20,0
high,1,2,2,22,3,13,20,0
high,1,2,2,22,3,14,20,0
high,1,2,2,22,3,15,21,0
high,1,2,2,22,3,16,22,0
high,1,2,2,22,3,17,20,0
high,1,2,2,22,3,18,20,0
high,1,2,2,22,3,19,20,0
high,1,2,2,22,3,20,20,0
high,1,2,2,22,4,1,23,0
high,1,2,2,22,4,2,24,0
high,1,2,2,22,4,3,25,0
high,1,2,2,22,4,4,26,0
high,1,2,2,22,4,5,27,1
high,1,2,2,22,4,6,28,1
high,1,2,2,22,4,7,29,0
high,1,2,2,22,4,8,30,0
high,1,2,2,22,4,9,31,0
high,1,2,2,22,4,10,32,0
high,1,2,2,22,4,11,33,0
high,1,2,2,22,4,12,34,0
high,1,2,2,22,4,13,35,1
high,1,2,2,22,4,14,36,1
high,1,2,2,22,4,15,37,1
high,1,2,2,22,4,16,38,0
high,1,2,2,22,4,17,39,0
high,1,2,2,22,4,18,40,1
high,1,2,2,22,4,19,41,1
high,1,2,2,22,4,20,42,1
high,1,2,2,22,5,1,43,1
high,1,2,2,22,5,2,44,1
high,1,2,2,22,5,3,45,1
high,1,2,2,22,5,4,46,0
high,1,2,2,22,5,5,47,1
high,1,2,2,22,5,6,48,1
high,1,2,2,22,5,7,49,1
high,1,2,2,22,5,8,50,1
high,1,2,2,22,5,9,51,1
high,1,2,2,22,5,10,52,1
high,1,2,2,22,5,11,53,1
high,1,2,2,22,5,12,54,1
high,1,2,2,22,5,13,55,0
high,1,2,2,22,5,14,56,0
high,1,2,2,22,5,15,57,1
high,1,2,2,22,5,16,58,1
high,1,2,2,22,5,17,59,0
high,1,2,2,22,5,18,60,0
high,1,2,2,22,5,19,61,0
high,1,2,2,22,5,20,62,0
high,1,2,2,22,6,1,63,0
high,1,2,2,22,6,2,64,0
high,1,2,2,22,6,3,65,0
high,1,2,2,22,6,4,66,0
high,1,2,2,22,6,5,67,0
high,1,2,2,22,6,6,68,0
high,1,2,2,22,6,7,69,0
high,1,2,2,22,6,8,70,0
high,1,2,2,22,6,9,71,0
high,1,2,2,22,6,10,72,0
high,1,2,2,22,6,11,73,0
high,1,2,2,22,6,12,74,0
high,1,2,2,22,6,13,74,0
high,1,2,2,22,6,14,75,0
high,1,2,2,22,6,15,76,0
high,1,2,2,22,6,16,77,0
high,1,2,2,22,6,17,78,0
high,1,2,2,22,6,18,79,0
high,1,2,2,22,6,19,74,0
high,1,2,2,22,6,20,80,0
high,1,2,3,23,1,1,1,0
high,1,2,3,23,1,2,2,0
high,1,2,3,23,1,3,3,0
high,1,2,3,23,1,4,3,0
high,1,2,3,23,1,5,3,0
high,1,2,3,23,1,6,1,0
high,1,2,3,23,1,7,1,0
high,1,2,3,23,1,8,1,0
high,1,2,3,23,1,9,4,0
high,1,2,3,23,1,10,5,0
high,1,2,3,23,1,11,5,0
high,1,2,3,23,1,12,6,0
high,1,2,3,23,1,13,5,0
high,1,2,3,23,1,14,5,0
high,1,2,3,23,1,15,5,0
high,1,2,3,23,1,16,5,0
high,1,2,3,23,1,17,5,0
high,1,2,3,23,1,18,5,0
high,1,2,3,23,1,19,7,0
high,1,2,3,23,1,20,5,0
high,1,2,3,23,2,1,8,0
high,1,2,3,23,2,2,4,0
high,1,2,3,23,2,3,9,0
high,1,2,3,23,2,4,8,0
high,1,2,3,23,2,5,10,0
high,1,2,3,23,2,6,11,0
high,1,2,3,23,2,7,10,0
high,1,2,3,23,2,8,10,0
high,1,2,3,23,2,9,12,0
high,1,2,3,23,2,10,13,0
high,1,2,3,23,2,11,14,0
high,1,2,3,23,2,12,13,0
high,1,2,3,23,2,13,3,0
high,1,2,3,23,2,14,3,0
high,1,2,3,23,2,15,15,0
high,1,2,3,23,2,16,3,0
high,1,2,3,23,2,17,3,0
high,1,2,3,23,2,18,3,0
high,1,2,3,23,2,19,3,0
high,1,2,3,23,2,20,16,0
high,1,2,3,23,3,1,3,0
high,1,2,3,23,3,2,3,0
high,1,2,3,23,3,3,3,0
high,1,2,3,23,3,4,3,0
high,1,2,3,23,3,5,3,0
high,1,2,3,23,3,6,3,0
high,1,2,3,23,3,7,3,0
high,1,2,3,23,3,8,17,0
high,1,2,3,23,3,9,18,0
high,1,2,3,23,3,10,19,0
high,1,2,3,23,3,11,20,0
high,1,2,3,23,3,12,20,0
high,1,2,3,23,3,13,20,0
high,1,2,3,23,3,14,20,0
high,1,2,3,23,3,15,21,0
high,1,2,3,23,3,16,22,0
high,1,2,3,23,3,17,20,0
high,1,2,3,23,3,18,20,0
high,1,2,3,23,3,19,20,0
high,1,2,3,23,3,20,20,0
high,1,2,3,23,4,1,23,0
high,1,2,3,23,4,2,24,0
high,1,2,3,23,4,3,25,0
high,1,2,3,23,4,4,26,0
high,1,2,3,23,4,5,27,0
high,1,2,3,23,4,6,28,0
high,1,2,3,23,4,7,29,0
high,1,2,3,23,4,8,30,0
high,1,2,3,23,4,9,31,0
high,1,2,3,23,4,10,32,0
high,1,2,3,23,4,11,33,0
high,1,2,3,23,4,12,34,0
high,1,2,3,23,4,13,35,0
high,1,2,3,23,4,14,36,0
high,1,2,3,23,4,15,37,0
high,1,2,3,23,4,16,38,0
high,1,2,3,23,4,17,39,0
high,1,2,3,23,4,18,40,0
high,1,2,3,23,4,19,41,0
high,1,2,3,23,4,20,42,0
high,1,2,3,23,5,1,43,0
high,1,2,3,23,5,2,44,0
high,1,2,3,23,5,3,45,0
high,1,2,3,23,5,4,46,0
high,1,2,3,23,5,5,47,0
high,1,2,3,23,5,6,48,0
